,publisher,genres,app_name,title,release_date,price,id,developer,year
14750,DaTigerGame,Casual,MyTD 我的塔防,MyTD 我的塔防,2017-11-10,0.99,749870,DaTigerGame,2017
14751,DaTigerGame,Indie,MyTD 我的塔防,MyTD 我的塔防,2017-11-10,0.99,749870,DaTigerGame,2017
14752,DaTigerGame,Strategy,MyTD 我的塔防,MyTD 我的塔防,2017-11-10,0.99,749870,DaTigerGame,2017
14753,Tasharen Entertainment Inc.,Adventure,Project 5: Sightseer,Project 5: Sightseer,2017-12-04,19.99,655780,Tasharen Entertainment Inc.,2017
14754,Tasharen Entertainment Inc.,Indie,Project 5: Sightseer,Project 5: Sightseer,2017-12-04,19.99,655780,Tasharen Entertainment Inc.,2017
14755,Tasharen Entertainment Inc.,RPG,Project 5: Sightseer,Project 5: Sightseer,2017-12-04,19.99,655780,Tasharen Entertainment Inc.,2017
14756,Tasharen Entertainment Inc.,Early Access,Project 5: Sightseer,Project 5: Sightseer,2017-12-04,19.99,655780,Tasharen Entertainment Inc.,2017
14757,Little Big MMO,Action,Gangs of Space - Yogscast Jingle Jam 2017,Gangs of Space - Yogscast Jingle Jam 2017,2017-12-04,9.99,738630,Little Big MMO,2017
14758,Little Big MMO,Free to Play,Gangs of Space - Yogscast Jingle Jam 2017,Gangs of Space - Yogscast Jingle Jam 2017,2017-12-04,9.99,738630,Little Big MMO,2017
14759,Little Big MMO,Indie,Gangs of Space - Yogscast Jingle Jam 2017,Gangs of Space - Yogscast Jingle Jam 2017,2017-12-04,9.99,738630,Little Big MMO,2017
14760,Little Big MMO,Massively Multiplayer,Gangs of Space - Yogscast Jingle Jam 2017,Gangs of Space - Yogscast Jingle Jam 2017,2017-12-04,9.99,738630,Little Big MMO,2017
14761,Little Big MMO,RPG,Gangs of Space - Yogscast Jingle Jam 2017,Gangs of Space - Yogscast Jingle Jam 2017,2017-12-04,9.99,738630,Little Big MMO,2017
14762,Fantasy Flight Games,Adventure,Star Wars: Imperial Assault - Legends of the Alliance,Star Wars: Imperial Assault - Legends of the Alliance,2017-12-04,Free To Play,703980,Fantasy Flight Games,2017
14763,Fantasy Flight Games,RPG,Star Wars: Imperial Assault - Legends of the Alliance,Star Wars: Imperial Assault - Legends of the Alliance,2017-12-04,Free To Play,703980,Fantasy Flight Games,2017
14764,Endless Loop Studios,Indie,Hyper Knights: Battles,Hyper Knights: Battles,2017-12-04,4.99,747310,Endless Loop Studios,2017
14765,Endless Loop Studios,Simulation,Hyper Knights: Battles,Hyper Knights: Battles,2017-12-04,4.99,747310,Endless Loop Studios,2017
14766,Endless Loop Studios,Strategy,Hyper Knights: Battles,Hyper Knights: Battles,2017-12-04,4.99,747310,Endless Loop Studios,2017
14767,Scott Cawthon,Free to Play,Freddy Fazbear's Pizzeria Simulator,Freddy Fazbear's Pizzeria Simulator,2017-12-04,Free,738060,Scott Cawthon,2017
14768,Scott Cawthon,Indie,Freddy Fazbear's Pizzeria Simulator,Freddy Fazbear's Pizzeria Simulator,2017-12-04,Free,738060,Scott Cawthon,2017
14769,Scott Cawthon,Simulation,Freddy Fazbear's Pizzeria Simulator,Freddy Fazbear's Pizzeria Simulator,2017-12-04,Free,738060,Scott Cawthon,2017
14770,Nano Games,Adventure,Reef Shot,Reef Shot,2012-11-21,8.99,298380,Nano Games,2012
14771,Nano Games,Casual,Reef Shot,Reef Shot,2012-11-21,8.99,298380,Nano Games,2012
14772,Nano Games,Indie,Reef Shot,Reef Shot,2012-11-21,8.99,298380,Nano Games,2012
14773,Nano Games,Simulation,Reef Shot,Reef Shot,2012-11-21,8.99,298380,Nano Games,2012
14774,Sortasoft LLC,Adventure,Meriwether: An American Epic,Meriwether: An American Epic,2017-12-04,14.99,566690,Sortasoft LLC,2017
14775,Sortasoft LLC,Indie,Meriwether: An American Epic,Meriwether: An American Epic,2017-12-04,14.99,566690,Sortasoft LLC,2017
14776,Sortasoft LLC,RPG,Meriwether: An American Epic,Meriwether: An American Epic,2017-12-04,14.99,566690,Sortasoft LLC,2017
14777,Sortasoft LLC,Early Access,Meriwether: An American Epic,Meriwether: An American Epic,2017-12-04,14.99,566690,Sortasoft LLC,2017
14778,JustE Publishing,Indie,Truth: Disorder,Truth: Disorder,2017-12-05,1.99,755350,JustE AAN,2017
14779,Qumaron,Adventure,Roads of Rome: New Generation,Roads of Rome: New Generation,2017-12-05,4.99,573760,Realore,2017
14780,Qumaron,Casual,Roads of Rome: New Generation,Roads of Rome: New Generation,2017-12-05,4.99,573760,Realore,2017
14781,Qumaron,Simulation,Roads of Rome: New Generation,Roads of Rome: New Generation,2017-12-05,4.99,573760,Realore,2017
14782,Qumaron,Strategy,Roads of Rome: New Generation,Roads of Rome: New Generation,2017-12-05,4.99,573760,Realore,2017
14783,Ryan Carlos,Adventure,CG the Seven Virus Knights,CG the Seven Virus Knights,2017-11-28,0.99,753240,Ryan Carlos,2017
14784,Ryan Carlos,Indie,CG the Seven Virus Knights,CG the Seven Virus Knights,2017-11-28,0.99,753240,Ryan Carlos,2017
14785,Ryan Carlos,RPG,CG the Seven Virus Knights,CG the Seven Virus Knights,2017-11-28,0.99,753240,Ryan Carlos,2017
14786,Ryan Carlos,Strategy,CG the Seven Virus Knights,CG the Seven Virus Knights,2017-11-28,0.99,753240,Ryan Carlos,2017
14787,Jakal Studios,Casual,Chicken Farm 2K17,Chicken Farm 2K17,2017-12-05,Free to Play,746910,Jakal Studios,2017
14788,Jakal Studios,Free to Play,Chicken Farm 2K17,Chicken Farm 2K17,2017-12-05,Free to Play,746910,Jakal Studios,2017
14789,Jakal Studios,Indie,Chicken Farm 2K17,Chicken Farm 2K17,2017-12-05,Free to Play,746910,Jakal Studios,2017
14790,Jakal Studios,Simulation,Chicken Farm 2K17,Chicken Farm 2K17,2017-12-05,Free to Play,746910,Jakal Studios,2017
14791,Jakal Studios,Strategy,Chicken Farm 2K17,Chicken Farm 2K17,2017-12-05,Free to Play,746910,Jakal Studios,2017
14792,Kibosso Media,Action,Pterodalien,Pterodalien,2017-12-05,9.99,741080,Kibosso Media,2017
14793,Kibosso Media,Casual,Pterodalien,Pterodalien,2017-12-05,9.99,741080,Kibosso Media,2017
14794,Kibosso Media,Indie,Pterodalien,Pterodalien,2017-12-05,9.99,741080,Kibosso Media,2017
14795,Kibosso Media,Simulation,Pterodalien,Pterodalien,2017-12-05,9.99,741080,Kibosso Media,2017
14796,Kibosso Media,Early Access,Pterodalien,Pterodalien,2017-12-05,9.99,741080,Kibosso Media,2017
14797,Northplay,Action,Conduct DELUXE!,Conduct DELUXE!,2017-12-05,9.99,737870,Northplay,2017
14798,Northplay,Indie,Conduct DELUXE!,Conduct DELUXE!,2017-12-05,9.99,737870,Northplay,2017
14799,Screenzilla Entertainment,Action,Epic Snails,Epic Snails,2017-12-05,Free to Play,607460,"RocketSnail,SkyVu",2017
14800,Screenzilla Entertainment,Early Access,Epic Snails,Epic Snails,2017-12-05,Free to Play,607460,"RocketSnail,SkyVu",2017
14801,Playdius,Action,Boiling Bolt,Boiling Bolt,2017-12-05,11.99,462250,Persistant Studios,2017
14802,Playdius,Indie,Boiling Bolt,Boiling Bolt,2017-12-05,11.99,462250,Persistant Studios,2017
14803,Atriagames,Action,Wild RTS,Wild RTS,2017-12-05,1.99,753140,FlashBack media,2017
14804,Atriagames,Adventure,Wild RTS,Wild RTS,2017-12-05,1.99,753140,FlashBack media,2017
14805,Atriagames,Indie,Wild RTS,Wild RTS,2017-12-05,1.99,753140,FlashBack media,2017
14806,Atriagames,Strategy,Wild RTS,Wild RTS,2017-12-05,1.99,753140,FlashBack media,2017
14807,SCS Software,Indie,Euro Truck Simulator 2 - Italia,Euro Truck Simulator 2 - Italia,2017-12-05,17.99,558244,SCS Software,2017
14808,SCS Software,Simulation,Euro Truck Simulator 2 - Italia,Euro Truck Simulator 2 - Italia,2017-12-05,17.99,558244,SCS Software,2017
14809,Fruitbat Factory,Adventure,SeaBed,SeaBed,2017-12-19,19.99,583090,Paleontology,2017
14810,Fruitbat Factory,Casual,SeaBed,SeaBed,2017-12-19,19.99,583090,Paleontology,2017
14811,Fruitbat Factory,Indie,SeaBed,SeaBed,2017-12-19,19.99,583090,Paleontology,2017
14812,Frozenbyte,Action,Nine Parchments,Nine Parchments,2017-12-05,19.99,471550,Frozenbyte,2017
14813,Frozenbyte,RPG,Nine Parchments,Nine Parchments,2017-12-05,19.99,471550,Frozenbyte,2017
14814,Pixel Reign,Action,Robbie Swifthand and the Orb of Mysteries,Robbie Swifthand and the Orb of Mysteries,2017-12-05,12.99,718010,Pixel Reign,2017
14815,Pixel Reign,Adventure,Robbie Swifthand and the Orb of Mysteries,Robbie Swifthand and the Orb of Mysteries,2017-12-05,12.99,718010,Pixel Reign,2017
14816,Pixel Reign,Indie,Robbie Swifthand and the Orb of Mysteries,Robbie Swifthand and the Orb of Mysteries,2017-12-05,12.99,718010,Pixel Reign,2017
14817,Pixel Reign,Early Access,Robbie Swifthand and the Orb of Mysteries,Robbie Swifthand and the Orb of Mysteries,2017-12-05,12.99,718010,Pixel Reign,2017
14818,Square Enix,Action,Oh My Godheads,Oh My Godheads,2017-12-05,14.99,522740,Titutitech,2017
14819,BANDAI NAMCO Entertainment,Action,DRAGON BALL XENOVERSE 2 - Extra Pack Set,DRAGON BALL XENOVERSE 2 - Extra Pack Set,2017-12-05,16.99,739280,"QLOC,DIMPS",2017
14820,BANDAI NAMCO Entertainment,Adventure,DRAGON BALL XENOVERSE 2 - Extra Pack Set,DRAGON BALL XENOVERSE 2 - Extra Pack Set,2017-12-05,16.99,739280,"QLOC,DIMPS",2017
14821,BANDAI NAMCO Entertainment,Casual,DRAGON BALL XENOVERSE 2 - Extra Pack Set,DRAGON BALL XENOVERSE 2 - Extra Pack Set,2017-12-05,16.99,739280,"QLOC,DIMPS",2017
14822,BANDAI NAMCO Entertainment,Massively Multiplayer,DRAGON BALL XENOVERSE 2 - Extra Pack Set,DRAGON BALL XENOVERSE 2 - Extra Pack Set,2017-12-05,16.99,739280,"QLOC,DIMPS",2017
14823,Archbears,Adventure,Black Survival,Black Survival,2017-12-05,Free To Play,690510,Archbears,2017
14824,Archbears,Free to Play,Black Survival,Black Survival,2017-12-05,Free To Play,690510,Archbears,2017
14825,Archbears,Indie,Black Survival,Black Survival,2017-12-05,Free To Play,690510,Archbears,2017
14826,Archbears,Strategy,Black Survival,Black Survival,2017-12-05,Free To Play,690510,Archbears,2017
14827,Archbears,Early Access,Black Survival,Black Survival,2017-12-05,Free To Play,690510,Archbears,2017
14828,Ghost_RUS Games,Action,Africa Hunting,Africa Hunting,2017-12-06,0.99,758470,"Nikita ""Ghost_RUS""",2017
14829,Ghost_RUS Games,Adventure,Africa Hunting,Africa Hunting,2017-12-06,0.99,758470,"Nikita ""Ghost_RUS""",2017
14830,Ghost_RUS Games,Casual,Africa Hunting,Africa Hunting,2017-12-06,0.99,758470,"Nikita ""Ghost_RUS""",2017
14831,Ghost_RUS Games,Indie,Africa Hunting,Africa Hunting,2017-12-06,0.99,758470,"Nikita ""Ghost_RUS""",2017
14832,Epic Banana Games LLC,Action,Reginald Does His Thang,Reginald Does His Thang,2017-12-06,7.99,708870,Epic Banana Games LLC,2017
14833,Epic Banana Games LLC,Adventure,Reginald Does His Thang,Reginald Does His Thang,2017-12-06,7.99,708870,Epic Banana Games LLC,2017
14834,Epic Banana Games LLC,Indie,Reginald Does His Thang,Reginald Does His Thang,2017-12-06,7.99,708870,Epic Banana Games LLC,2017
14835,Bohemia Interactive,Adventure,Ylands,Ylands,2017-12-06,15.0,298610,Bohemia Interactive,2017
14836,Bohemia Interactive,Casual,Ylands,Ylands,2017-12-06,15.0,298610,Bohemia Interactive,2017
14837,Bohemia Interactive,Early Access,Ylands,Ylands,2017-12-06,15.0,298610,Bohemia Interactive,2017
14838,"Chongqing Shangshixuan Technology Co., Ltd.,",Action,汉匈决战/Gloria Sinica: Han Xiongnu Wars,汉匈决战/Gloria Sinica: Han Xiongnu Wars,2017-12-06,14.99,688470,"Chongqing Shangshixuan Technology Co., Ltd.,",2017
14839,"Chongqing Shangshixuan Technology Co., Ltd.,",RPG,汉匈决战/Gloria Sinica: Han Xiongnu Wars,汉匈决战/Gloria Sinica: Han Xiongnu Wars,2017-12-06,14.99,688470,"Chongqing Shangshixuan Technology Co., Ltd.,",2017
14840,Qumaron,Adventure,Viking Saga: Epic Adventure,Viking Saga: Epic Adventure,2017-12-07,4.99,573720,Realore,2017
14841,Qumaron,Casual,Viking Saga: Epic Adventure,Viking Saga: Epic Adventure,2017-12-07,4.99,573720,Realore,2017
14842,Qumaron,Simulation,Viking Saga: Epic Adventure,Viking Saga: Epic Adventure,2017-12-07,4.99,573720,Realore,2017
14843,Qumaron,Strategy,Viking Saga: Epic Adventure,Viking Saga: Epic Adventure,2017-12-07,4.99,573720,Realore,2017
14844,OrangeGames,Action,Heroes of Myths - Warriors of Gods,Heroes of Myths - Warriors of Gods,2017-11-16,2.99,680100,Ihor Kalinin,2017
14845,OrangeGames,Casual,Heroes of Myths - Warriors of Gods,Heroes of Myths - Warriors of Gods,2017-11-16,2.99,680100,Ihor Kalinin,2017
14846,OrangeGames,RPG,Heroes of Myths - Warriors of Gods,Heroes of Myths - Warriors of Gods,2017-11-16,2.99,680100,Ihor Kalinin,2017
14847,OrangeGames,Strategy,Heroes of Myths - Warriors of Gods,Heroes of Myths - Warriors of Gods,2017-11-16,2.99,680100,Ihor Kalinin,2017
14848,KEMCO,Indie,Yōdanji,Yōdanji,2017-12-06,4.99,736710,KEMCO,2017
14849,KEMCO,RPG,Yōdanji,Yōdanji,2017-12-06,4.99,736710,KEMCO,2017
14850,Game Alchemists,Adventure,Sugy the Christmas elf,Sugy the Christmas elf,2017-12-06,2.99,748130,Game Alchemists,2017
14851,Game Alchemists,Casual,Sugy the Christmas elf,Sugy the Christmas elf,2017-12-06,2.99,748130,Game Alchemists,2017
14852,Game Alchemists,Indie,Sugy the Christmas elf,Sugy the Christmas elf,2017-12-06,2.99,748130,Game Alchemists,2017
14853,Game Alchemists,RPG,Sugy the Christmas elf,Sugy the Christmas elf,2017-12-06,2.99,748130,Game Alchemists,2017
14854,Game Alchemists,Simulation,Sugy the Christmas elf,Sugy the Christmas elf,2017-12-06,2.99,748130,Game Alchemists,2017
14855,Apillo,Adventure,CrazyCar - Images and Music,CrazyCar - Images and Music,2017-07-27,0.99,764950,Apillo,2017
14856,Apillo,Casual,CrazyCar - Images and Music,CrazyCar - Images and Music,2017-07-27,0.99,764950,Apillo,2017
14857,Apillo,Indie,CrazyCar - Images and Music,CrazyCar - Images and Music,2017-07-27,0.99,764950,Apillo,2017
14858,Apillo,Racing,CrazyCar - Images and Music,CrazyCar - Images and Music,2017-07-27,0.99,764950,Apillo,2017
14859,Apillo,Simulation,CrazyCar - Images and Music,CrazyCar - Images and Music,2017-07-27,0.99,764950,Apillo,2017
14860,Apillo,Sports,CrazyCar - Images and Music,CrazyCar - Images and Music,2017-07-27,0.99,764950,Apillo,2017
14861,M.J.H.X. Studio,Action,The adventure of Kroos,The adventure of Kroos,2017-12-06,8.99,747330,M.J.H.X. Studio,2017
14862,M.J.H.X. Studio,Adventure,The adventure of Kroos,The adventure of Kroos,2017-12-06,8.99,747330,M.J.H.X. Studio,2017
14863,M.J.H.X. Studio,Indie,The adventure of Kroos,The adventure of Kroos,2017-12-06,8.99,747330,M.J.H.X. Studio,2017
14864,M.J.H.X. Studio,RPG,The adventure of Kroos,The adventure of Kroos,2017-12-06,8.99,747330,M.J.H.X. Studio,2017
14865,M.J.H.X. Studio,Early Access,The adventure of Kroos,The adventure of Kroos,2017-12-06,8.99,747330,M.J.H.X. Studio,2017
14866,Bloom Digital Media,Indie,LongStory,LongStory,2017-12-06,14.99,704010,Bloom Digital Media,2017
14867,Devolver Digital,Casual,Reigns: Her Majesty,Reigns: Her Majesty,2017-12-06,2.99,717640,"Nerial,Synaptic Insight Technology Systems",2017
14868,Devolver Digital,Indie,Reigns: Her Majesty,Reigns: Her Majesty,2017-12-06,2.99,717640,"Nerial,Synaptic Insight Technology Systems",2017
14869,Devolver Digital,Simulation,Reigns: Her Majesty,Reigns: Her Majesty,2017-12-06,2.99,717640,"Nerial,Synaptic Insight Technology Systems",2017
14870,Zachtronics,Indie,Opus Magnum,Opus Magnum,2017-12-07,19.99,558990,Zachtronics,2017
14871,Zachtronics,Simulation,Opus Magnum,Opus Magnum,2017-12-07,19.99,558990,Zachtronics,2017
14872,THQ Nordic,RPG,SpellForce 3,SpellForce 3,2017-12-07,49.99,311290,"Grimlore Games,THQ Nordic",2017
14873,THQ Nordic,Strategy,SpellForce 3,SpellForce 3,2017-12-07,49.99,311290,"Grimlore Games,THQ Nordic",2017
14874,Aleksandar Kuzmanovic Games,Action,Gunlock,Gunlock,2017-12-07,1.99,750450,Aleksandar Kuzmanovic Games,2017
14875,Aleksandar Kuzmanovic Games,Indie,Gunlock,Gunlock,2017-12-07,1.99,750450,Aleksandar Kuzmanovic Games,2017
14876,Aleksandar Kuzmanovic Games,Strategy,Gunlock,Gunlock,2017-12-07,1.99,750450,Aleksandar Kuzmanovic Games,2017
14877,Nezon Production,Action,Formata,Formata,2017-12-07,14.99,580040,Nezon Production,2017
14878,Nezon Production,Indie,Formata,Formata,2017-12-07,14.99,580040,Nezon Production,2017
14879,Nezon Production,Strategy,Formata,Formata,2017-12-07,14.99,580040,Nezon Production,2017
14880,Burgee Games,Action,Azure Sky Project,Azure Sky Project,2017-12-08,5.99,712650,Burgee Games,2017
14881,Burgee Games,Indie,Azure Sky Project,Azure Sky Project,2017-12-08,5.99,712650,Burgee Games,2017
14882,Burgee Games,Simulation,Azure Sky Project,Azure Sky Project,2017-12-08,5.99,712650,Burgee Games,2017
14883,Burgee Games,Strategy,Azure Sky Project,Azure Sky Project,2017-12-08,5.99,712650,Burgee Games,2017
14884,OtakuMaker SARL,Action,Infinity Trip,Infinity Trip,2017-12-08,0.99,752710,XiNFiNiTY Games,2017
14885,OtakuMaker SARL,Casual,Infinity Trip,Infinity Trip,2017-12-08,0.99,752710,XiNFiNiTY Games,2017
14886,OtakuMaker SARL,Indie,Infinity Trip,Infinity Trip,2017-12-08,0.99,752710,XiNFiNiTY Games,2017
14887,OtakuMaker SARL,Racing,Infinity Trip,Infinity Trip,2017-12-08,0.99,752710,XiNFiNiTY Games,2017
14888,MangaGamer,Action,Umineko: Golden Fantasia,Umineko: Golden Fantasia,2017-12-08,24.99,550340,07th Expansion,2017
14889,MangaGamer,Indie,Umineko: Golden Fantasia,Umineko: Golden Fantasia,2017-12-08,24.99,550340,07th Expansion,2017
14890,OtakuMaker SARL,Action,Abscond,Abscond,2017-12-08,0.99,752700,XiNFiNiTY Games,2017
14891,OtakuMaker SARL,Casual,Abscond,Abscond,2017-12-08,0.99,752700,XiNFiNiTY Games,2017
14892,OtakuMaker SARL,Indie,Abscond,Abscond,2017-12-08,0.99,752700,XiNFiNiTY Games,2017
14893,"CAPCOM Co., Ltd.",Action,End of Zoe,End of Zoe,2017-12-11,14.99,530611,"CAPCOM Co., Ltd.",2017
14894,"CAPCOM Co., Ltd.",Adventure,End of Zoe,End of Zoe,2017-12-11,14.99,530611,"CAPCOM Co., Ltd.",2017
14895,Bob Games,Action,Astrohazard Solutions Ltd.,Astrohazard Solutions Ltd.,2017-12-11,5.99,751260,Bob Games,2017
14896,Bob Games,Adventure,Astrohazard Solutions Ltd.,Astrohazard Solutions Ltd.,2017-12-11,5.99,751260,Bob Games,2017
14897,Bob Games,Indie,Astrohazard Solutions Ltd.,Astrohazard Solutions Ltd.,2017-12-11,5.99,751260,Bob Games,2017
14898,Phil Fortier,Adventure,Snail Trek - Chapter 2: A Snail Of Two Worlds,Snail Trek - Chapter 2: A Snail Of Two Worlds,2017-12-12,0.99,756320,Phil Fortier,2017
14899,Phil Fortier,Indie,Snail Trek - Chapter 2: A Snail Of Two Worlds,Snail Trek - Chapter 2: A Snail Of Two Worlds,2017-12-12,0.99,756320,Phil Fortier,2017
14900,ACID,Adventure,The Upside Down,The Upside Down,2017-12-12,1.99,749740,Revived Games,2017
14901,ACID,Casual,The Upside Down,The Upside Down,2017-12-12,1.99,749740,Revived Games,2017
14902,ACID,Indie,The Upside Down,The Upside Down,2017-12-12,1.99,749740,Revived Games,2017
14903,ACID,RPG,The Upside Down,The Upside Down,2017-12-12,1.99,749740,Revived Games,2017
14904,GameHouse,Adventure,Delicious - Moms vs Dads,Delicious - Moms vs Dads,2017-12-12,12.99,736930,GameHouse,2017
14905,GameHouse,Casual,Delicious - Moms vs Dads,Delicious - Moms vs Dads,2017-12-12,12.99,736930,GameHouse,2017
14906,GameHouse,Indie,Delicious - Moms vs Dads,Delicious - Moms vs Dads,2017-12-12,12.99,736930,GameHouse,2017
14907,Ghost_RUS Games,Adventure,Santa Run,Santa Run,2017-12-12,0.99,761440,"Nikita ""Ghost_RUS""",2017
14908,Ghost_RUS Games,Casual,Santa Run,Santa Run,2017-12-12,0.99,761440,"Nikita ""Ghost_RUS""",2017
14909,Ghost_RUS Games,Indie,Santa Run,Santa Run,2017-12-12,0.99,761440,"Nikita ""Ghost_RUS""",2017
14910,Mia Blais-Côté,Casual,4 Alice : Lorange Journey,4 Alice : Lorange Journey,2017-12-12,2.99,761160,Mia Blais-Côté,2017
14911,Mia Blais-Côté,Indie,4 Alice : Lorange Journey,4 Alice : Lorange Journey,2017-12-12,2.99,761160,Mia Blais-Côté,2017
14912,Mia Blais-Côté,Simulation,4 Alice : Lorange Journey,4 Alice : Lorange Journey,2017-12-12,2.99,761160,Mia Blais-Côté,2017
14913,Ward Mahadin,Adventure,Whirlpool,Whirlpool,2017-12-13,Free,756220,"Ward Mahadin,Aaram Mahadin,Nehaia Halabeieh",2017
14914,Ward Mahadin,Indie,Whirlpool,Whirlpool,2017-12-13,Free,756220,"Ward Mahadin,Aaram Mahadin,Nehaia Halabeieh",2017
14915,Quiet River,Casual,Zup! 7 - 4:3 Pack,Zup! 7 - 4:3 Pack,2017-12-13,Free To Play,769610,Quiet River,2017
14916,Quiet River,Indie,Zup! 7 - 4:3 Pack,Zup! 7 - 4:3 Pack,2017-12-13,Free To Play,769610,Quiet River,2017
14917,Caliburn Studio,Adventure,Natari at the Bubble Planet,Natari at the Bubble Planet,2017-12-14,Free To Play,573800,Caliburn Studio,2017
14918,Caliburn Studio,Free to Play,Natari at the Bubble Planet,Natari at the Bubble Planet,2017-12-14,Free To Play,573800,Caliburn Studio,2017
14919,Caliburn Studio,Indie,Natari at the Bubble Planet,Natari at the Bubble Planet,2017-12-14,Free To Play,573800,Caliburn Studio,2017
14920,Caliburn Studio,RPG,Natari at the Bubble Planet,Natari at the Bubble Planet,2017-12-14,Free To Play,573800,Caliburn Studio,2017
14921,Kongregate,Adventure,Bit Heroes,Bit Heroes,2017-12-13,Free to Play,666860,Juppiomenz,2017
14922,Kongregate,Free to Play,Bit Heroes,Bit Heroes,2017-12-13,Free to Play,666860,Juppiomenz,2017
14923,Kongregate,Massively Multiplayer,Bit Heroes,Bit Heroes,2017-12-13,Free to Play,666860,Juppiomenz,2017
14924,Kongregate,RPG,Bit Heroes,Bit Heroes,2017-12-13,Free to Play,666860,Juppiomenz,2017
14925,Codrer,Indie,iubes:2,iubes:2,2017-12-13,18.99,682610,Codrer,2017
14926,Codrer,Strategy,iubes:2,iubes:2,2017-12-13,18.99,682610,Codrer,2017
14927,Fatshark,Action,Warhammer: End Times - Vermintide Death on the Reik,Warhammer: End Times - Vermintide Death on the Reik,2017-12-13,6.99,741420,Fatshark,2017
14928,Fatshark,Indie,Warhammer: End Times - Vermintide Death on the Reik,Warhammer: End Times - Vermintide Death on the Reik,2017-12-13,6.99,741420,Fatshark,2017
14929,BurstRay Games,Casual,Alexa's Wild Night,Alexa's Wild Night,2017-12-13,4.99,457370,BurstRay Games,2017
14930,BurstRay Games,Indie,Alexa's Wild Night,Alexa's Wild Night,2017-12-13,4.99,457370,BurstRay Games,2017
14931,2 Zombie Games,Action,Quest Hunter: Original Soundtrack,Quest Hunter: Original Soundtrack,2017-12-14,4.99,768950,2 Zombie Games,2017
14932,2 Zombie Games,Adventure,Quest Hunter: Original Soundtrack,Quest Hunter: Original Soundtrack,2017-12-14,4.99,768950,2 Zombie Games,2017
14933,2 Zombie Games,Indie,Quest Hunter: Original Soundtrack,Quest Hunter: Original Soundtrack,2017-12-14,4.99,768950,2 Zombie Games,2017
14934,2 Zombie Games,RPG,Quest Hunter: Original Soundtrack,Quest Hunter: Original Soundtrack,2017-12-14,4.99,768950,2 Zombie Games,2017
14935,Dagestan Technology,Adventure,Wasteland Gossip,Wasteland Gossip,2017-12-14,0.99,746120,Pirate Games,2017
14936,Dagestan Technology,Indie,Wasteland Gossip,Wasteland Gossip,2017-12-14,0.99,746120,Pirate Games,2017
14937,Dagestan Technology,RPG,Wasteland Gossip,Wasteland Gossip,2017-12-14,0.99,746120,Pirate Games,2017
14938,Dagestan Technology,Strategy,Wasteland Gossip,Wasteland Gossip,2017-12-14,0.99,746120,Pirate Games,2017
14939,"Playdius, Plug In Digital",Indie,Post Human W.A.R,Post Human W.A.R,2017-12-14,14.99,462240,Studio Chahut,2017
14940,"Playdius, Plug In Digital",Strategy,Post Human W.A.R,Post Human W.A.R,2017-12-14,14.99,462240,Studio Chahut,2017
14941,Appliks Apps Studios,Indie,Train Station Simulator,Train Station Simulator,2017-12-14,12.99,738610,Appliks Apps Studios,2017
14942,Appliks Apps Studios,Simulation,Train Station Simulator,Train Station Simulator,2017-12-14,12.99,738610,Appliks Apps Studios,2017
14943,Appliks Apps Studios,Strategy,Train Station Simulator,Train Station Simulator,2017-12-14,12.99,738610,Appliks Apps Studios,2017
14944,Appliks Apps Studios,Early Access,Train Station Simulator,Train Station Simulator,2017-12-14,12.99,738610,Appliks Apps Studios,2017
14945,Awesome Industries,Indie,Drift Zone,Drift Zone,2017-12-14,12.99,726600,Awesome Industries,2017
14946,Awesome Industries,Racing,Drift Zone,Drift Zone,2017-12-14,12.99,726600,Awesome Industries,2017
14947,Awesome Industries,Sports,Drift Zone,Drift Zone,2017-12-14,12.99,726600,Awesome Industries,2017
14948,Playito.com,Action,DEBUFF,DEBUFF,2017-12-14,12.99,759850,Playito.com,2017
14949,Playito.com,Casual,DEBUFF,DEBUFF,2017-12-14,12.99,759850,Playito.com,2017
14950,Playito.com,Indie,DEBUFF,DEBUFF,2017-12-14,12.99,759850,Playito.com,2017
14951,Playito.com,RPG,DEBUFF,DEBUFF,2017-12-14,12.99,759850,Playito.com,2017
14952,Playito.com,Sports,DEBUFF,DEBUFF,2017-12-14,12.99,759850,Playito.com,2017
14953,Annapurna Interactive,Adventure,Gorogoa,Gorogoa,2017-12-14,14.99,557600,Buried Signal,2017
14954,Annapurna Interactive,Casual,Gorogoa,Gorogoa,2017-12-14,14.99,557600,Buried Signal,2017
14955,Annapurna Interactive,Indie,Gorogoa,Gorogoa,2017-12-14,14.99,557600,Buried Signal,2017
14956,"Pujia8 Studio, Gamera Game",Adventure,HIBIKAKEYIRONOKISEKI / 裂色的奇迹 / ひびかけ色のキセキ,HIBIKAKEYIRONOKISEKI / 裂色的奇迹 / ひびかけ色のキセキ,2017-12-15,Free To Play,759970,ecoddr,2017
14957,"Pujia8 Studio, Gamera Game",Free to Play,HIBIKAKEYIRONOKISEKI / 裂色的奇迹 / ひびかけ色のキセキ,HIBIKAKEYIRONOKISEKI / 裂色的奇迹 / ひびかけ色のキセキ,2017-12-15,Free To Play,759970,ecoddr,2017
